Name,Status,List Builder,C. Manager,CSM,Seller,Execution Timeline - Start,Execution Timeline - End,Total Budget,Executed Amount,Executed Take Rate %,Company,# Influencers,# UGC,Internal Handbook,Live Report,Musical Genre,Audience Country,Números,Creative Hashtags,Influencers Budget,Sub-Campaign Budget,Take Rate %,Client Handbook,# Tiktoks,# IG Reels,# IG Posts,# IG Stories,# Youtube,# Streams (Twitch/Kick),Currency,POs/Invoice,# Execution Adjustments,Execution Adjustments Reasons,# Proposal Adjustments,Proposal Adjustments Reasons,PDF Presentation,Proposal,Music List Type,Last Updated,Deal Created Date,Proposal Board Start Date,Building Proposal Start Date,Pending Approval Start Date,Execution Board Start Date,Ongoing Start Date,Building Reports Start Date,Completed Date,Proposal Timeline - Start,Proposal Timeline - End,Subelementos LWT Status,# Posts,# Published,% Progress,Views,Engagement,CPM,CPE(mile),ER%,Seller ID,CSM ID,Hubspot ID,Campaign ID,US List URL,Creative URL,Brief URL,monday Doc v2
"Elena Rose & Maria Becerra ""Pa' que volviste"" Meta",Completed,camila.parra@influur.com,Andres Ignacio Gomez,,Steven Campos,12/12/2024,1/16/2025,15000,,100%,"Meta Platforms, Inc.",11,,https://docs.google.com/spreadsheets/d/11x0kB-6_E3ccaSsQJa908E6oJWFMzqaij5SAoV3IPo4/edit?usp=sharing,,Pop,"MEX, US LATIN",,Dance,15000,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-12-06,,,,2025-04-28,,,,12/6/2024,12/6/2024,,,,,,,,,,189598736,,,,,,,
"Timø ""Para el tiempo""",Completed,camila.parra@influur.com,Pablo Balaguera,,Steven Campos,12/12/2024,12/23/2024,4000,,100%,Universal Music Latin,4,,https://docs.google.com/spreadsheets/d/1tW7w23Q4VwB4zyw66HnNBxstC5pVo8fsShRbyV7P5WQ/edit?usp=sharing,,Reggaeton,"MEX, COL, PER",,Capcut,4000,,,https://docs.google.com/spreadsheets/d/1DKdJJzIQ7BRFq2GZMgjC7jcrAukBF78kAupirivKEAQ/edit?usp=sharing,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-12-11,,,,2025-04-28,,,,12/11/2024,12/11/2024,,,,,,,,,,189598736,,,,,,,
"Xavi ""STR""",Completed,,Andres Ignacio Gomez,,Steven Campos,12/11/2024,1/6/2025,4500,,100%,Interscope Records,2,20,https://docs.google.com/spreadsheets/d/17VRVou47-K5EcXzrgfIDQ121A_91xFvL__LaXnlYTqM/edit?usp=sharing,,Corridos,MEX,,recap,4500,,,https://docs.google.com/spreadsheets/d/1YOQmuKhy0CGc6QCOGxb5E1ijfmm70HNlDpuGPmHYuLg/edit?usp=sharing,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-11-26,,,,2025-04-28,,,,11/26/2024,11/26/2024,,,,,,,,,,189598736,,,,,,,
"Endor ""Pump It Up""",Completed,Juan Val,Andres Ignacio Gomez,,Justin Nho,12/11/2024,1/25/2025,5000,,100%,Defected Records,12,,https://docs.google.com/spreadsheets/d/1eEbwVsjmFnC6ftWxvAkLUGtBsnfFaSV8tsAqB7BwR-c/edit?gid=1306599398#gid=1306599398,,Electronica,"BR, ESP, COL, MEX, PER, CH",,"make-up, Glow-up",5000,,,https://docs.google.com/spreadsheets/d/1Fr2BFTBicNjETci_fVilVGAY4mRRLteVpn0z-dlcSp0/edit?usp=sharing,,,,,,,,,,,,,,https://www.canva.com/design/DAGWdyTCTc0/qn4p3hvepcOQ9YJb4C2c_Q/edit?utm_content=DAGWdyTCTc0&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-11-13,,,,2025-04-28,,,,11/13/2024,11/13/2024,,,,,,,,,,1003108766,,,,,,,
"Deorro ""Querido Santa""",Completed,,valentina.semprun@influur.com,,Steven Campos,12/11/2024,12/23/2024,3200,,100%,XYZ,6,,https://docs.google.com/spreadsheets/d/1odZVhskzuG0J1YJS-8j3YCmgdA46g1A-hFBUEb3gV4Y/edit?usp=sharing,,Navidad,"MEX, US LATIN",,"POV, Comedy, navidad",3200,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-12-06,,,,2025-04-28,,,,12/6/2024,12/6/2024,,,,,,,,,,189598736,,,,,,,
"Sech, De La Rose ""Gym Girl""",Completed,,valentina.semprun@influur.com,,Steven Campos,12/11/2024,12/25/2024,14000,,100%,XYZ,14,130,https://docs.google.com/spreadsheets/d/15hZ2O9iljewAVYzbY3oRyXwP2mQZLojRXEo67MMTDPQ/edit?usp=sharing,,Reggaeton,"LATAM, ESP, US LATIN",,Lip-sync,14000,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-12-06,,,,2025-04-28,,,,12/6/2024,12/6/2024,,,,,,,,,,189598736,,,,,,,
"Jowell & Randy ""X-100"" Phase 2",Completed,Juan Val,valentina.semprun@influur.com,,Steven Campos,12/11/2024,12/27/2024,13400,,100%,XYZ,13,145,https://docs.google.com/spreadsheets/d/1BAEBYESeiV97CiXcmZRKCZKY3z17cxgVXdfMFzfGuao/edit?gid=2137439055#gid=2137439055,,Reggaeton,"ESP, MEX, US LATIN",,Dance,13400,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-12-09,,,,2025-04-28,,,,12/9/2024,12/9/2024,,,,,,,,,,189598736,,,,,,,
"Danny Ocean ""Imaginate"" Cap Cut",Completed,camila.parra@influur.com,Carolina Anaya,,Steven Campos,12/11/2024,12/17/2024,3000,,100%,Warner Music Mexico,8,,https://docs.google.com/spreadsheets/d/1hGbBDx35xnYkxayLTlrBWxp1XnJFwJn-qKhEDZkK9qs/edit?usp=sharing,,Pop,MEX,,Capcut,3000,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-12-10,,,,2025-04-28,,,,12/10/2024,12/10/2024,,,,,,,,,,189598736,,,,,,,
"Roa ""ETA"" Spain",Completed,Juan Val,Pablo Balaguera,,Steven Campos,12/10/2024,12/13/2024,10000,,100%,Universal Music Latin,8,0,https://docs.google.com/spreadsheets/d/1lGa3EYT2rHU7wVbHqA8fAJ2GeBmFKB3ODxrnslibZAQ/edit?usp=sharing,,Reggae,ESP,,TRENDIMG,10000,,,https://docs.google.com/spreadsheets/d/1-22c-lX0JcxIm8aPryoeTAujVrN9ESGpE518CUxAzL8/edit?gid=2016441678#gid=2016441678,,,,,,,,,,,,,,https://www.canva.com/design/DAGYWPQUmhs/GvwrefaOu-MEavJZ4wKQIg/edit?utm_content=DAGYWPQUmhs&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-12-03,,,,2025-04-28,,,,12/3/2024,12/3/2024,,,,,,,,,,189598736,,,,,,,
"Angelina & Domenica ""Las Morras""",Completed,camila.parra@influur.com,Carolina Anaya,,Steven Campos,12/10/2024,12/10/2024,2460,,100%,Warner Music Mexico,1,25,https://docs.google.com/spreadsheets/d/1rsuGojYKChCR410-2Ce0pATeTV0ntzWnX88MFwzQGoI/edit?usp=sharing,,Regional MX,MEX,,"POV, Lip-sync",2460,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-12-10,,,,2025-04-28,,,,12/10/2024,12/10/2024,,,,,,,,,,189598736,,,,,,,
"Danny Ocean & Kapo ""Imaginate"" x Masakakids",Completed,camila.parra@influur.com,"camila.parra@influur.com, Genesis Martinez",,Steven Campos,12/10/2024,12/14/2024,3750,,100%,Warner Music Latina Inc.,1,,https://docs.google.com/spreadsheets/d/18C-fVHWCDzaoS0_cencSRMgrkt31Voe7ZFkzmriWguU/edit?usp=sharing,,Reggaeton,Uganda,,Dance,3750,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-12-10,,,,2025-04-28,,,,12/10/2024,12/10/2024,,,,,,,,,,189598736,,,,,,,
"Millennium Parade, Rauw Alejandro, Tainy “Kizao"" Phase 2",Completed,,valentina.semprun@influur.com,,Steven Campos,12/10/2024,12/25/2024,4900,,100%,XYZ,7,0,https://docs.google.com/spreadsheets/d/1vL0fN6wkGY2ghXjzvlL45wY0BByaYiA4G_6jrtXf-Hs/edit?gid=702956135#gid=702956135,,Reggaeton,"MEX, US LATIN",,Dance,4900,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-12-06,,,,2025-04-28,,,,12/6/2024,12/6/2024,,,,,,,,,,189598736,,,,,,,
"Maria Becerra ""Jingle Bell Rock"" Micros",Completed,camila.parra@influur.com,maria.escobar@influur.com,,Steven Campos,12/9/2024,1/6/2025,4000,,100%,Warner Regional Latam,12,,https://docs.google.com/spreadsheets/d/1-8eBOHmmiemfCklbHltzL8sODD1z4ViqNwDMpj751Vk/edit?usp=sharing,,Pop,US,,"navidad, Dance",4000,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-12-04,,,,2025-04-28,,,,12/4/2024,12/4/2024,,,,,,,,,,189598736,,,,,,,
"Emjay ""Boss"" - CDMX",Completed,,"camila.parra@influur.com, Carolina Anaya",,Steven Campos,12/9/2024,12/13/2024,2000,,100%,Warner Music Mexico,1,,https://docs.google.com/spreadsheets/d/1TvsN03tRvjhog8ejDJ6aP9yf32QMog0RZIK-cCElPwU/edit?usp=sharing,,Pop,MEX,,TREND,2000,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-12-02,,,,2025-04-28,,,,12/2/2024,12/2/2024,,,,,,,,,,189598736,,,,,,,
"Los Tigres del Norte ""Viniles",Completed,,valentina.semprun@influur.com,,Steven Campos,12/9/2024,3/4/2025,2460,,100%,XYZ,7,,https://docs.google.com/spreadsheets/d/1B_tjyyJ3-x_dYB7EE_dnw5YBx6lp7P5YtlJy7ONb02g/edit?usp=sharing,,Banda Regional,"MEX, US LATIN",,"Review, Vinilos",2460,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-10-18,,,,2025-04-28,,,2025-03-06,10/18/2024,10/18/2024,,,,,,,,,,189598736,,,,,,,
"Armenta ""PTS"" Micros",Completed,,"Isabella Moreno, valentina.semprun@influur.com",,Steven Campos,12/9/2024,12/12/2024,700,,100%,XYZ,,30,https://docs.google.com/spreadsheets/d/1rseqvy7cRQsXvZkgq-7kXyFFY16sAaaw-RgIggpoyAQ/edit?gid=1140599626#gid=1140599626,,Corridos,MEX,,Lip-sync,700,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-12-06,,,,2025-04-28,,,,12/6/2024,12/6/2024,,,,,,,,,,189598736,,,,,,,
"Belinda & Kenia OS ""Jackpot"" Micros",Completed,camila.parra@influur.com,Carolina Anaya,,Steven Campos,12/9/2024,12/17/2024,2000,,100%,Warner Music Mexico,,80,https://docs.google.com/spreadsheets/d/1FzpD7WZichwnnQuDqkWQFo4Jkt4_OO_3Vtk4Q62Kzfk/edit?usp=sharing,,Reggaeton,MEX,,Filtro,2000,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-12-09,,,,2025-04-28,,,,12/9/2024,12/9/2024,,,,,,,,,,189598736,,,,,,,
"Elena Rose & Maria Becerra ""Pa' que volviste"" - YT Shorts",Completed,camila.parra@influur.com,Genesis Martinez,,Steven Campos,12/9/2024,12/26/2024,5000,,100%,Warner Music Latina Inc.,5,,https://docs.google.com/spreadsheets/d/1Xf8pmFW8N7AlpxU4pfi50sIaAlhLQmmkOg22paw6AY8/edit?usp=sharing,,Reggaeton,"US, US LATIN",,Dance,5000,,,https://dashboard.influur.com/client/maria-becerra-ft-elena-rose---pa-que-volviste-yt-shorts147,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-12-03,,,,2025-04-28,,,,12/3/2024,12/3/2024,,,,,,,,,,189598736,,,,,,,
"Tiago PZK & Grupo Frontera ""Mi Corazon""",Completed,camila.parra@influur.com,Carolina Anaya,,Steven Campos,12/7/2024,12/7/2024,1000,,100%,Warner Music Mexico,6,,https://docs.google.com/spreadsheets/d/1GGSGJovM9nWY6F3wz-4TAJo-y4SHWjPYmBjMGPeC_XA/edit?usp=sharing,,Regional MX,MEX,,TREND,1000,,,https://docs.google.com/spreadsheets/d/1upOSzcM6dMNxYTq0JUviHyLxTNL5FQi5OH6ey3dSfww/edit?gid=1258178720#gid=1258178720,,,,,,,,,,,,,,https://www.canva.com/design/DAGYj7Af8uY/_CqicQ85kFCbpShgevV0kA/edit?utm_content=DAGYj7Af8uY&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-12-06,,,,2025-04-28,,,,12/6/2024,12/6/2024,,,,,,,,,,189598736,,,,,,,
"Tiago PZK & Grupo Frontera ""Mi Corazon"" Foodie",Completed,,Carolina Anaya,,Steven Campos,12/6/2024,12/15/2024,1980,,100%,Warner Music Mexico,1,,https://docs.google.com/spreadsheets/d/1ELIpXGj-8lAI0OGqa5-VKELbrsmeVJtyqsRuj_iHsBQ/edit?usp=sharing,,Banda Regional,MEX,,food,1980,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-12-06,,,,2025-04-28,,,,12/6/2024,12/6/2024,,,,,,,,,,189598736,,,,,,,
"Blessd & Anuel ""Deportivo"" IG",Completed,camila.parra@influur.com,maria.escobar@influur.com,,Steven Campos,12/6/2024,1/4/2025,20000,,100%,Warner Regional Latam,11,,https://docs.google.com/spreadsheets/d/19-S4WCUxl1CGe9_IowPSr7n8xZYi6-JgYYWA6D6ouaA/edit?usp=sharing,,Reggaeton,"US, US LATIN, MEX",,"TREND, Dance",20000,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-12-04,,,,2025-04-28,,,,12/4/2024,12/4/2024,,,,,,,,,,189598736,,,,,,,
"Blessd & Anuel ""Deportivo"" Phase 2",Completed,camila.parra@influur.com,maria.escobar@influur.com,,Steven Campos,12/6/2024,12/27/2024,15000,,100%,Warner Regional Latam,7,,https://docs.google.com/spreadsheets/d/1lE6rkVObCjitBo0nUqYhVaqrz_AK4-JkfX_zfuB3lqM/edit?usp=sharing,,Reggaeton,"US, US LATIN, MEX",,"TREND, Dance",15000,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-12-03,,,,2025-04-28,,,,12/3/2024,12/3/2024,,,,,,,,,,189598736,,,,,,,
"Maria Becerra ""Jingle Bell Rocks""- Social Spread",Completed,,Genesis Martinez,,Steven Campos,12/6/2024,12/8/2024,0,,,Warner Music Latina Inc.,7,,https://docs.google.com/spreadsheets/d/1pT9DE4vBrF-OZ_e-7TWoXGjeSdrx6Es0y_bv4y7BgCQ/edit?usp=sharing,,Navidad,US,,SocialSpread,0,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-12-06,,,,2025-04-28,,,,12/6/2024,12/6/2024,,,,,,,,,,189598736,,,,,,,
Rosé - Album Release - Social Spread,Completed,camila.parra@influur.com,maria.escobar@influur.com,,Steven Campos,12/6/2024,12/29/2024,12116,,100%,Warner Regional Latam,21,,https://docs.google.com/spreadsheets/d/1AL-XMxwoskf_smCc_SHjW3kADuRCy_BT_uyal6edNos/edit?usp=sharing,,Reggaeton,"MEX, BR",,SocialSpread,12116,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-11-28,,,,2025-04-28,,,,11/28/2024,11/28/2024,,,,,,,,,,189598736,,,,,,,
"Sebastian Yatra 2am - Paid Media (BOG, MDE, MAD)",Completed,Juan Meza,Pablo Balaguera,,Steven Campos,12/6/2024,12/23/2024,23000,,100%,Habibi,9,,https://docs.google.com/spreadsheets/d/1i8S-0Iax0fxAr0n7LhVuMqQC1z1jsEK-j5wQMmxZWpA/edit?gid=0#gid=0,,Reggaeton,"COL, ESP",,"RECAPEXPERIENCIA, Dance",23000,,,https://docs.google.com/spreadsheets/d/1QisgTO3_RrtW9yFUR05OMJbXwHDoaNLILHDPc-eETto/edit?gid=0#gid=0,,,,,,,,,,,,,,https://www.canva.com/design/DAGYdC2_zcY/eGxCWqpUMl1zQ8qe3fLBqw/edit,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-12-04,,,,2025-04-28,,,,12/4/2024,12/4/2024,,,,,,,,,,189598736,,,,,,,
"Tombochino ""Rude""",Completed,,"Isabella Moreno, valentina.semprun@influur.com",,Steven Campos,12/6/2024,12/12/2024,7000,,100%,XYZ,91,,https://docs.google.com/spreadsheets/d/1XGthh7ajQAaZOYlAUi3Z3To9QvTbHvoniPeJ-5Q-W4Q/edit?usp=sharing,,Banda Regional,"ARG, MEX, US LATIN, CH",,"POV, Lujo",7000,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-12-04,,,,2025-04-28,,,,12/4/2024,12/4/2024,,,,,,,,,,189598736,,,,,,,
Thalia - Navidad,Completed,Juan Val,Andres Ignacio Gomez,,Polina Andrieieva,12/6/2024,12/26/2024,2400,,100%,Sony Music Mexico,9,,https://docs.google.com/spreadsheets/d/1CsYTpnWA2aAM2Te95tYgNR3bjUecSeBycWzigvOn_Ik/edit?gid=1569844837#gid=1569844837,,Pop,MEX,,"Lip-sync, GRWM",2400,,,https://docs.google.com/spreadsheets/d/16hrkj6fyZgcQ21Ll7_H_AVjIdsbo6oXBNSP1GtWyyxk/edit?gid=1206928077#gid=1206928077,,,,,,,,,,,,,,https://www.canva.com/design/DAGYW2dbxsk/Onlclo76tkwHSlB4KFIb6Q/edit?utm_content=DAGYW2dbxsk&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-12-04,,,,2025-04-28,,,,12/4/2024,12/4/2024,,,,,,,,,,414817948,,,,,,,
"Flow La Movie  ""Te Bote""",Completed,,"Thamy Moas, Andres Ignacio Gomez",,Joel Palacios,12/6/2024,12/24/2024,11000,,100%,Cinq Music,12,100,https://docs.google.com/spreadsheets/d/1wJuH7Ogd1Qvlg46z-DpV0wLNiMzw1mBqTgNCcfBnQWk/edit?gid=770562205#gid=770562205,,Reggaeton,"COL, ESP, MEX",,"Lip-sync, Dance",11000,,,https://docs.google.com/spreadsheets/d/1UiUSWViTlaLOvavMJoS3v_q9ckGNdtog2Cg_QzDRNAA/edit?usp=sharing,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-12-03,,,,2025-04-28,,,,12/3/2024,12/3/2024,,,,,,,,,,460947283,,,,,,,
Cris Sour & Leo Torrez,Completed,camila.parra@influur.com,Carolina Anaya,,Steven Campos,12/6/2024,12/16/2024,4000,,100%,Warner Music Mexico,14,40,https://docs.google.com/spreadsheets/d/1WtkfLpmEbNdrzI8olMHlURLJjhr2aQxBVaAAZjH23Z8/edit?usp=sharing,,Reggaeton,MEX,,Libre,4000,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-12-03,,,,2025-04-28,,,,12/3/2024,12/3/2024,,,,,,,,,,189598736,,,,,,,
"Teddy Swims ""Bad Dreams""",Completed,camila.parra@influur.com,maria.escobar@influur.com,,Steven Campos,12/5/2024,1/18/2025,4031.25,,100%,Warner Regional Latam,7,,https://docs.google.com/spreadsheets/d/1xgidTOsUF24h0sqh-ayHEZNAV_mePTPHVyZk5fGVisI/edit?usp=sharing,,Pop,"BR, CH",,"lyrics, Review, enjoy",4031.25,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-11-28,,,,2025-04-28,,,2025-03-06,11/28/2024,11/28/2024,,,,,,,,,,189598736,,,,,,,
Maria Becerra Spotify Social Spread,Completed,,maria.escobar@influur.com,,Steven Campos,12/5/2024,12/10/2024,10000,,100%,Warner Regional Latam,19,,https://docs.google.com/spreadsheets/d/1bvKoXkM_8djeK5PTSn0P_ak4ORh22QQylH1lrMtk2Tc/edit?usp=sharing,,Pop,LATAM,,SocialSpread,10000,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-12-05,,,,2025-04-28,,,,12/5/2024,12/5/2024,,,,,,,,,,189598736,,,,,,,
Andres Cepeda Concert - BOG,Completed,camila.parra@influur.com,maria.escobar@influur.com,,Steven Campos,12/5/2024,12/17/2024,1500,,100%,Warner Music Mexico,2,,https://docs.google.com/spreadsheets/d/15bHtvbF69MkcZ9Xin5Ki2_PrKUxYw_5izuDckwR5BmQ/edit?usp=sharing,,Pop,COL,,RECAPEVENTO,1500,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-11-27,,,,2025-04-28,,,,11/27/2024,11/27/2024,,,,,,,,,,189598736,,,,,,,
"Rauw Alejandro ""Khe""",Completed,Juan Val,Andres Ignacio Gomez,,Polina Andrieieva,12/5/2024,12/23/2024,5400,,100%,Sony Music Mexico,18,0,https://docs.google.com/spreadsheets/d/1yPiXJjDaex8XlmTM0E2AgKjxksnb5DfCUu-1WeaYnYk/edit?gid=1124092136#gid=1124092136,,Reggaeton,MEX,,"POV, Lip-sync",5400,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-11-29,,,,2025-04-28,,,,11/29/2024,11/29/2024,,,,,,,,,,414817948,,,,,,,
"Laufey ""Campaña de Navidad""",Completed,,Thamy Moas,,Polina Andrieieva,12/5/2024,12/10/2024,1500,,100%,D Music Marketing,,60,https://docs.google.com/spreadsheets/d/1ZlkVllh_WFwOKcnowJ139P26jdsp7SV4TQG4aBvOwnE/edit?usp=sharing,,Pop,LATAM,,POV,1500,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-12-03,,,,2025-04-28,,,,12/3/2024,12/3/2024,,,,,,,,,,414817948,,,,,,,
"Corina Smith ""Quítenme el cel""",Completed,,valentina.semprun@influur.com,,Steven Campos,12/5/2024,12/23/2024,4000,,100%,XYZ,4,80,https://docs.google.com/spreadsheets/d/1v3B7mX6Hu9vMIag3ZKq6B5Rzams2N_yO4WZ9DVgJTNk/edit?usp=sharing,,Reggaeton,"ESP, COL, PER, CH, MEX",,Lip-sync,4000,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-11-27,,,,2025-04-28,,,,11/27/2024,11/27/2024,,,,,,,,,,189598736,,,,,,,
"Tokischa & Nathy Peluso ""De Maravisha"" Macros",Completed,camila.parra@influur.com,Genesis Martinez,,Steven Campos,12/5/2024,12/22/2024,13037.5,,100%,Warner Music Latina Inc.,6,,https://docs.google.com/spreadsheets/d/123P7TSEBwipMJxHZUzRvBMWv7K4mtzHW8BprnLjfbb0/edit?usp=sharing,,Reggaeton,US LATIN,,Libre,13037.5,,,https://dashboard.influur.com/client/tokischa--nathy-peluso-de-maravisha147,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-12-03,,,,2025-04-28,,,,12/3/2024,12/3/2024,,,,,,,,,,189598736,,,,,,,
"Tiago PZK & Grupo Frontera ""Mi Corazon"" Micros",Completed,"camila.parra@influur.com, Juan Val",Genesis Martinez,,Steven Campos,12/5/2024,12/23/2024,4000,,100%,Warner Music Latina Inc.,14,,https://docs.google.com/spreadsheets/d/1kuGwGi8j6uzRYbCItZERBF6HPwV2TkXyttvquruCCuY/edit?usp=sharing,,Cumbia,US LATIN,,Libre,4000,,,https://dashboard.influur.com/client/tiago-pzk--grupo-frontera-mi-corazon-micros-us147,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-12-04,,,,2025-04-28,,,,12/4/2024,12/4/2024,,,,,,,,,,189598736,,,,,,,
"Danny Ocean & Kapo ""Imaginate"" Dance",Completed,"camila.parra@influur.com, Juan Val",maria.escobar@influur.com,,Steven Campos,12/5/2024,12/15/2024,10000,,100%,Warner Regional Latam,9,,https://docs.google.com/spreadsheets/d/1nKPM60Bfz4Sr9d6JWWiJrZDVSQSbqP46fQzOCkhIrRU/edit?usp=sharing,,Pop,"MEX, US LATIN",,Dance,10000,,,https://docs.google.com/spreadsheets/d/1iqLNFP29jYzVYnDMnAR3RP6FVL7bT4Lo016B5_McIl4/edit?gid=1465640176#gid=1465640176,,,,,,,,,,,,,,https://www.canva.com/design/DAGYXHWE22w/JnU_Kpii_FUKOcjJjB9qMA/edit?utm_content=DAGYXHWE22w&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-12-04,,,,2025-04-28,,,,12/4/2024,12/4/2024,,,,,,,,,,189598736,,,,,,,
ONErpm (Evento NASA Bogota),Completed,Juan Meza,Pablo Balaguera,,Steven Campos,12/4/2024,12/4/2024,8000,,100%,"Meta Platforms, Inc., ONErpm",13,,https://docs.google.com/spreadsheets/d/1KmbxpXt7rOuyZ-oKG16xjLwtu9pef6hZDoqH7g3lmvY/edit?usp=sharing,,Reggaeton,COL,,RECAPEVENTO,8000,,,https://docs.google.com/spreadsheets/d/1wm8ZzkgK1MfxFk8w9OxUah9r4Nqa2F5GNivIryL632Y/edit?gid=0#gid=0,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-11-13,,,,2025-04-28,,,,11/13/2024,11/13/2024,,,,,,,,,,189598736,,,,,,,
"Maria Becerra ""Jingle Bell Rock"" NYC",Completed,,Genesis Martinez,,Steven Campos,12/4/2024,12/6/2024,1867,,100%,Warner Music Latina Inc.,2,,https://docs.google.com/spreadsheets/d/1zi_NpGozEUrPOrqDgZpzHtb5m_v0q62DZ-8LtekVDXg/edit?usp=sharing,,Navidad,NYC,,Evento,1867,,,,,,,,,,,,,,,,,,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-12-03,,,,2025-04-28,,,,12/3/2024,12/3/2024,,,,,,,,,,189598736,,,,,,,
"Elena Rose & Maria Becerra ""Pa' que volviste""",Completed,camila.parra@influur.com,Genesis Martinez,,Steven Campos,12/4/2024,12/20/2024,10000,,100%,Warner Music Latina Inc.,11,,https://docs.google.com/spreadsheets/d/1wmHFzk9FK5eY84V3o7UyoaSlillwFXPhM6R9MsSluWo/edit?usp=sharing,,Reggaeton,US LATIN,,Dance,10000,,,https://docs.google.com/spreadsheets/d/195MFTgFzYqZWxmAKYnAxhTTRQ1kvVvtOdzOeVKwI59U/edit,,,,,,,,,,,,,,https://www.canva.com/design/DAGYRpci1kc/Ad8TMIGvgMMOTRymoIsPpg/edit?utm_content=DAGYRpci1kc&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton,,"Gabriela Cruz Sep 24, 2025 1:25 PM",2024-12-03,,,,2025-04-28,,,,12/3/2024,12/3/2024,,,,,,,,,,189598736,,,,,,,
